title	type	url_slug	venue	date	location	talk_url	description
Development of Synthetic Algal Organelle Genomes for Commercial and Scientific Use	Talk	talk-1	Engineering Building	19-05-27	"Waterloo, Canada"	https://uwaterloo.ca/synbio-symposium/speakers	This talk largely focused on objective one of my thesis; the cloning of Phaeodactylum tricornutum's organelle genomes in yeast and bacteria.
